,USER,SCORE,REVIEW
515,윤준식,4.5,성수역 스타벅스
516,윤준식,5,성수역 스타벅스
517,waw****,5,자몽 피지오 맛있네요
518,hgh****,5,ㅡ
519,알리키노,4,안전한 맛
520,cocoa,3.5,좋아요~
521,nanse,5,"넘 맛있는 것들~,,, 바닐라크림콜드부르 진짜 존맛이에요••"
522,진탱,5,맛있게 잘먹었습니다!
523,cos****,5,넓고 좋습니다'맛도 굳이요
524,빛의자녀,3.5,가끄 가요
525,빛의자녀,3.5,가끔 가요
526,tax****,5,좋네요
527,박예슬,5,조용하고 좋아요 ㅎㅎ
528,발꾸락,4,좋아요
529,진진,4.5,쾌적하고좋아요~~~~
530,tax****,5,좋네요
531,플뤼에,3.5,현금 없는 매장이에요
532,인어나라,5,리노베이션후 깔끔해요
533,502,5,아침 손님 대박이요! 그래도 일하시는 분들 손 빨라 오래 기다리지 않아요.
534,ibb****,4.5,맛있어요~~~~
535,ths****,4.5,회사앞이라 자주 다니는 매장입니다~친절하시고 좋아요~
536,하루,3.5,사람이 많아도 테이블 간격이 좀 있어서 생각보다 조용했어요.
537,꿀꿀벌,4,분위기가 좋아요
538,셔니이모,4.5,친절하고 맛있어요
539,레크곽이벤트,4.5,좋아
540,beforeyou,4.5,굿 이라고 봐요
541,천사랑,5,라임 패션 티...
542,hj4****,5,굳
543,Heylee,2.5,일요일 주차안되요???
544,넙쥐기,4,너무좋아요 또오고싶어요
545,니모,4,애플망고요거트블렌디드는 여기가 진리
546,댕이,5,굳
547,letoile,4,넓직해서 좋아요
548,니모,5,여기 애플망고 블렌디드가 제일 찐하네요 쵝오!!!!
549,고쁜이,4,늘 가면 신나는 곳
550,김현지,4,금요일엔 사람이 많이없네요
551,oop****,4,성수동 스타벅스 항상 사람이 많아요. 리뉴얼 한지 얼마 안 되서 좋아요.
552,wdgai,5,맛있어용 ㅎ ㅎ
553,lov****,4,맛있어요^^
554,LWEBP,5,맛있고 빠른 시간 내에 받아서 좋았어요!
555,유진,4,자바칩이 맛있어요.
556,ibb****,5,굿~~~~~~~~~
557,papiron08,5,리모델링도 하고 더 쾌적해짐
558,ksk****,4.5,잘 다녀왔어요.굿입니다.
559,모또르,5,넓고 시원해서 좋네요
560,pearl,5,더블에스프레소칩프라푸치노 맛있어요~
561,미뇨미,4.5,사람이 많네용 시원
562,hound,4.5,친절해요~~ 맛있어요~~~~ 공간도 다른곳에비해 쾌적해요
563,김지수,5,스타벅스 최고 !!
564,사회재활교사 박효원,5,맛있어용
565,SHS,4,커뮤니티스토어로 몰입하기 좋음
566,피비,4,매장도 쾌적하고 좋아요!
567,pearl,5,회사 앞이라 자주 이용합니다
568,wdgai,5,진짜 최고!
569,wdgai,5,좋어용
570,미뇨미,5,스벅베리굿
571,constancealice,4.5,넓고 편하다
572,Wang,1,점심시간에 일하는 키 175 정도의 둥근 안경 쓰시고 살집 있으신 여성 종업원분 예절 교육 다시했으면 좋겠습니다. 말투가 영 4가지가 없어요
573,cwk2003,3,ana라는 분이 매우 불친절했습니다.
574,새벽이슬,4,다른 스벅보다 친절도가 조금은 떨어진다고 느낍니다
575,kam****,5,다양하고 맛있어요.
576,beatmaker79,5,좋아요
577,흑둥이,5,친절해욤ㅎㅎㅎㅎ
578,제니,4,친절하세요~ 늘 그랬듯
579,Shining Star,4,넓고 좋아요
580,par****,5,좌석도 많고 직원분들도 친절하세욥
581,토부,5,맛있어요
582,hyojin9335,5,헤이즐럿소이라떼 굿굿
583,baranka,4,분위기 좋은 스타벅스에요
584,세라자드,5,넓은 공간에서 북적거림 없이 커피를 마실수 있습니다 :)
585,재니언,5,좋아요
586,혜림hyerim9,5,좋아요
587,cow85,5,매장도 크고 괜찮아요~
588,박세진,4,좋아요 사람이 많네요
589,HRoom,4,"크림이 너무 묽어서 아쉬어요ㅠ,,,"
590,안뇽,4.5,넓음
591,김세정,3,너무 사람이 많아 대기가 길어요.
592,길자,3.5,친절해요
593,gpf****,4,출근하는 길에 에그 베이컨 치즈 베이글 테이크아웃 했는데 먹기 좋게 소분해서 데워주셔서 좋았어요~
594,새벽이슬,5,"직원분들 되게 친절하시고, 분위기 아늑해요."
595,오채원,4.5,직원도 친절하고 분위기도 좋아욯
596,냠념,5,굿 ㅎㅎ
597,JINHWA,5,깨끗하고 좋어요
598,Nonino,4.5,굿
599,bbo****,3,스타벅스
600,수육소녀,3.5,친절합니다
601,미농,4,신음료 맛나네요~코코넛 좋아요
602,김희진,4.5,맛있어요 좋아요 굿
603,Hae,5,잘먹었습니다~~~~
604,히히희,5,널찍해서좋아요
605,비타민,5,좋아요
606,wlswls,5,쾌적하고 좋았어요 맛도 굿
607,sic****,5,#성수역점#스타벅스
608,sic****,4,친절하고 좋아요 매장
609,국시,3.5,굿
610,진진,5,굿굿굿 새로 매장 해서 냄새가 좀 나지만 좋아용
