,USER,SCORE,REVIEW
218,예민,5,가을메뉴 홍시 너무맛있음! 퍼플은 상큼상큼 인테리어도 예쁘고 평일 낮엔 사람없어서 좋았어요
219,후후,4,괜찮음
220,hee,4,"주문하고 5분만에 준비된점, 매장에서 먹는것 처럼 예쁘게 포장해준점이 참 좋네요:) 빙수 먹으려다가 건강생각해서? 헤이보울 주문했어요 가격만큼 양도 많아 혼자 다 먹으면 배불러요ㅋㅋ 좀 더 다양한 스무디 있으면 좋을것 같아요!"
221,Jjjuny,5,맛있어요!
222,yuu****,5,맛있어요 웨이팅이 짧아 다행이었어요ㅠㅅㅠㅔ
223,꿍이꿍이,4.5,맛있어요~~~!
224,크로스,4,이쁜 디저트..
225,Migeum,5,재료가 신선하고 인테리이어도 이뻐요
226,sos,5,헤이보울 맛있어요
227,봄토낑,4.5,일단 직원분들 너무 친절해서 좋구요 양도 많아서 저는 포장해서 2번 나눠먹었네요 (사진은 포장 두 번하고 매장 직접 방문해서 먹은 거요! ) 다이어터들 한테 완전 추천여
228,철웅스,4,굿
229,sh,4.5,너무 맛있어요... 스무디 볼에 따뜻한 티... 최고...
230,hee,4,"주문하고 5분만에 준비된점, 매장에서 먹는것 처럼 예쁘게 포장해준점이 참 좋네요:) 빙수 먹으려다가 건강생각해서? 헤이보울 주문했어요 가격만큼 양도 많아 혼자 다 먹으면 배불러요ㅋㅋ 좀 더 다양한 스무디 있으면 좋을것 같아요!"
231,Jjjuny,5,맛있어요!
232,yuu****,5,맛있어요 웨이팅이 짧아 다행이었어요ㅠㅅㅠㅔ
233,꿍이꿍이,4.5,맛있어요~~~!
234,크로스,4,이쁜 디저트..
235,Migeum,5,재료가 신선하고 인테리이어도 이뻐요
236,sos,5,헤이보울 맛있어요
237,봄토낑,4.5,일단 직원분들 너무 친절해서 좋구요 양도 많아서 저는 포장해서 2번 나눠먹었네요 (사진은 포장 두 번하고 매장 직접 방문해서 먹은 거요! ) 다이어터들 한테 완전 추천여
238,철웅스,4,굿
239,sh,4.5,너무 맛있어요... 스무디 볼에 따뜻한 티... 최고...
240,Honey1550,2.5,네이버 주문은 편리한데 가격에 비해 그렇게 특별한지는 모르겠어요... 그래도 인테리어랑 비주얼은 신선!
241,lydh,4.5,너무 맛있어요:) 서울숲이랑 거리가 좀 있긴했는데 그렇게 멀지는 않아서 좋았어요! 라즈베리 시켰는데 보냉도 확실하게 해주시고 포장도 흐트러지지않아서 너무좋아요!! 수저를 제가 하나 모르고 못받아서 둘이서 하나로 먹었지만 ㅠㅜ..... 수저갯수를 한번더 언급해주셔듀 좋을것같아요!! 그레놀라도 맛있고 과일도 맛있고 다 좋았어용❣️
242,산소여인,1.5,포장인데 25분 서서 대기. (주문시 대기 컨디션 안내했음 좋겠음) 퀄리티 대비 가격대 높음.
243,호이호이,5,그린 맛있어여 아침으로 딱
244,chlthgks,5,파인애플 스무디가 상큼해요. 과일 많이 먹을 수 있어서 좋아요
245,2121,5,재방문 의사 200%%
246,bil****,5,인스타 인플루언서들이 계속 방문하는데에는 이유가 있다
247,riiinnn,5,신선하고 시간에 맞춰서 준비해주셨어요 ! 맛있어요 자주 이용할게요 :)
248,솜,4.5,맛있어용 ㅎㅎ
249,Chen,4,굳굳
250,윤정몬,4,맛잇어용
251,댕,5,상큼하고 너무 맛있네용💛건강해지는 맛입니다
252,아현,4,가격이 비싼 것만 빼면 너무 맛있어요!
253,loverduck,4,아 좋은데 왜 오늘은 그래놀라가 없나요.. ㅠㅠ
254,HEESTA,5,와 이번에 신메뉴 먹었는데 바로 최애메뉴 등극!! 시즌 말고 쭉 판매해주세요ㅠㅠㅠㅠ 최고상큼해요 그래놀라는 한번에 부으면 많아서 조금만 부은 사진입니닷 ㅎㅎㅎ 양 많아요
255,깐찌기,5,꼭오세오
256,반짝할,5,그래놀라 맛집
257,반짝할,5,신메뉴 나올때마다 먹으러가요~ 아이스 홍시에 여러 토핑을 먹는 맛이었어요 꿀맛! 홍시 좋아하시면 추천합니다^^
258,김채운,5,"아 역시 맛있어요, 헤이보울 ⁽(◍˃̵͈̑ᴗ˂̵͈̑)⁽ 네이버주문으로 미리 주문해두고 바로 찾아가기만 하면 되니까 너무 편해요. 도착하기 20분 전에 준비됐다고 알림이 떴는데 냉장고에 보관해주셔서 그대로 녹지않고 시원하게 먹을 수 있었어요! hoxy역시홍시 되게 달달하고 대추야자가 엄청 쫀득하면서 꿀이랑 조합이 진짜 좋아요! 그래놀라의 바삭함이랑도 잘 어울리고요! 단지 꿀을 따로 포장해주시지 않고 위에 올려주시면 더 먹기 편할 것 같아요! 다음에는 헤이레몬아임파인 먹으러 갈게요! :)"
259,뗘,5,너무 맛있었어요!
260,loverduck,5,너무 맛있어요 행복합니다
261,moooooonda,4,홍시 스무디 맛있어요~ 대추야자 토핑이 킥!
262,백인하,0.5,준비 완료됐는데 완료됐다고 안눌러서 영문도모르고 50분 기다림 일제대로해라
263,최보미,4,맛있었어요! 생각했던 맛 그대로 이지만 건강한 식사로는 좋을것같아요! 재방문의사도 있습니다>_<
264,홍수민,5,맛나용 그래놀라가 특히 맛있어요
265,백인하,4.5,맛있어요 근데 홍시의 맛에 따라 복불복일수 있을듯 무화과랑 대추야자가 좀더 많으면 좋겠네요
266,mka5904,4,양이 진짜 많아요!!
