,USER,SCORE,REVIEW
321,지나,2.5,밀크티가 생각보다 닝닝해요...
322,이런저런,4,자리도 넓고 분위기도 좋아요~ 크레이프 맛있는데... 가격에 비해 좀 비싼느낌? 갠적으로 과일말고 일반 크레이프도 있음 좋을텐데용 ㅠ 커피맛있어요! 원두가 신선한듯~ 그리고 아이스 초코 굿입니다^^
323,kim09105,4.5,좋아요 분위기 체고
324,별명,4.5,넓고 쾌적합니다. 디저트도 많아요.
325,감자보끔,4.5,딸기생크림케익 마이떠
326,참외배꼽,4,좋아요
327,영심이,4,ㅎㅎ
328,ONE,4.5,분위기도 좋구 음료도 맛있었어요!! 자리도 많구여!
329,유키농,4,스콘 맛집이래서 방문했는데 체다 청양고추 스콘 신기했습니다 ㅎㅎ 그렇게 맵지는 않아서 더 좋았어요
330,S2,4.5,자몽홍차케익 맛있어용 스콘 종류는 많은데 방문할 때마다 모든 종류가 나와있지는 않아서 아쉬워요
331,라미,5,찐맛집
332,bo1102,5,존맛탱
333,라이언니,5,레몬차 굿
334,라미,5,자몽스무디 완전 강추강추입니다
335,티케,3.5,너무 찐한 말차! 공간이 나름 크고 괜찮은편인데 재방문의사는 모르겠어요~
336,꿀꿀벌,3.5,분위기가좋아요! 테이블이 의자만큼 낮아서 앉기불편해요😪
337,tla****,5,밀크티 병에 담아 줘서 좋아요
338,tla****,4,인테리어 예뻐요
339,숭이,4.5,케잌도 커피도 공간도 넘 다 좋았어요~
340,이재경,4,음료도 맛있고 분위기도 좋고 가게도 커서 좋아요
341,에라,4.5,분위기 좋아요
342,rosakwak0906,5,체다청양스콘이랑 단호박레몬스콘이 맛있어요~~~! 흑임자슈페너는 제 입맛에는 쪼금 느끼했지만 양이 워낙 적어서 먹을만했어요 매장 분위기도 좋아요~
343,송선생,5,케이크 맛있고 매장도 너무예뻐요
344,Marie,3,"매장이 넓고 쾌적, 직원분들 친절하고 커피 진하고 맛있습니다. 다만 베이커리류를 만드는 공간이 넓고 오픈돼있고 후기도 좋길래? 기대 많이했는데 근래 먹은 카페 디저트중 제일 맛이 없었어요. 케이크 시트는 퍼석한데 시럽에 너무 절여져있어서 공장에서 대량생산하는 맛이 나네요; 스콘에서는 밀가루맛이 많이나고 목맥히는뻑뻑or부드러운 어느 느낌의 스콘도 아닌데 간도 없어서 밀가루 덩어리를 먹는 듯.. 무슨맛이지? 싶은.. 비쥬얼에 비해 많이 아쉽네요. 이날 만든 것만 그랬을지도 몰라요 평이 극과 극이라 다음에 다른걸 먹어보든지 해야겠네요. 디저트 맛 기대는 말고 음료랑 분위기 즐기기엔 좋은 공간 같아요."
345,우무리,5,분위기너무좋구 맛있어요!
346,포로링,4,내부 엄청나게 이뻐요
347,sia,5,맛있고 분위기도 굿~^^
348,달지슈,4,분위기가 너무 좋구 스콘이 맛있어요! 가격대비 양도 좋은거같아요!!
349,samenother,5,분위기 굿 ㅋㅋㅋ
350,shygirl,4,"아인슈페너를 좋아하는데 요긴 3가지 메뉴예요~ 일반,녹차, 흑임자 아인슈페너~ 저는기본! 음 생각만큼은 아니었지만~ 케익과 스콘 맛집이라던데 다음에는 디저트메뉴도 먹어볼까봐요"
351,알몽,3.5,넓고 깔끔한 분위기의 카페
352,theeun,5,단호박스콘 / 매장에서 먹고 추가로 포장해 감
353,theeun,5,스콘맛집
354,Just do it,1,비싸고 맛그닥
